1,0da094309364456cad86cff11aa1e136,0da094309364456cad86cff11aa1e136,LAPIS_ARMOR_LEGGINGS,0x6521cc,ender_chest_contents
2,0da094309364456cad86cff11aa1e136,0da094309364456cad86cff11aa1e136,LAPIS_ARMOR_BOOTS,0x6521cc,ender_chest_contents
3,c127e8f96fc846cbb14f2d840eaad794,0ae190ec22174ebeb99f2d91950085bf,ANGLER_BOOTS,0xffffff,inv_armor
4,c127e8f96fc846cbb14f2d840eaad794,0ae190ec22174ebeb99f2d91950085bf,ANGLER_LEGGINGS,0xefe7f5,inv_armor
5,c127e8f96fc846cbb14f2d840eaad794,0ae190ec22174ebeb99f2d91950085bf,ANGLER_CHESTPLATE,0xf2e5e5,inv_armor
6,c6b818ad10a44401a91d5a05b0558c1f,047aeeaafda24d6c9de43251daa480f8,ANGLER_LEGGINGS,0x120c34,inv_armor
7,04da03ed96df4123aea3cd82361e8a98,04da03ed96df4123aea3cd82361e8a98,SHARK_SCALE_BOOTS,0xffdc51,wardrobe_contents
8,0d4d482c4a7147ab9bc146545c3e9a75,0d4d482c4a7147ab9bc146545c3e9a75,LAPIS_ARMOR_CHESTPLATE,0x7fcc19,ender_chest_contents
9,0d4d482c4a7147ab9bc146545c3e9a75,0d4d482c4a7147ab9bc146545c3e9a75,LAPIS_ARMOR_LEGGINGS,0xffffff,ender_chest_contents
10,0d4d482c4a7147ab9bc146545c3e9a75,0d4d482c4a7147ab9bc146545c3e9a75,LAPIS_ARMOR_BOOTS,0x993333,ender_chest_contents
11,0d4d482c4a7147ab9bc146545c3e9a75,0d4d482c4a7147ab9bc146545c3e9a75,ANGLER_CHESTPLATE,0x6678c5,ender_chest_contents
12,0d4d482c4a7147ab9bc146545c3e9a75,0d4d482c4a7147ab9bc146545c3e9a75,ANGLER_LEGGINGS,0x6678c5,ender_chest_contents
13,0d4d482c4a7147ab9bc146545c3e9a75,0d4d482c4a7147ab9bc146545c3e9a75,ANGLER_BOOTS,0x6678c5,ender_chest_contents
14,bf819a38689b4f508fc95b7235be35c8,04e7f1ddd9494b37979890a9b81fe8b6,STRONG_DRAGON_CHESTPLATE,0xfefefe,wardrobe_contents
15,bf819a38689b4f508fc95b7235be35c8,04e7f1ddd9494b37979890a9b81fe8b6,STRONG_DRAGON_LEGGINGS,0xfefefe,wardrobe_contents
16,bf819a38689b4f508fc95b7235be35c8,04e7f1ddd9494b37979890a9b81fe8b6,STRONG_DRAGON_BOOTS,0xfefefe,wardrobe_contents
17,084aa5390f9146eab25b7a8cd47d8fc6,084aa5390f9146eab25b7a8cd47d8fc6,SPEEDSTER_HELMET,0xf8bfd2,wardrobe_contents
18,084aa5390f9146eab25b7a8cd47d8fc6,084aa5390f9146eab25b7a8cd47d8fc6,SPEEDSTER_CHESTPLATE,0xf8bfd2,wardrobe_contents
19,084aa5390f9146eab25b7a8cd47d8fc6,084aa5390f9146eab25b7a8cd47d8fc6,GUARDIAN_CHESTPLATE,0x8955c6,wardrobe_contents
20,084aa5390f9146eab25b7a8cd47d8fc6,084aa5390f9146eab25b7a8cd47d8fc6,SPEEDSTER_LEGGINGS,0xf8bfd2,wardrobe_contents
21,084aa5390f9146eab25b7a8cd47d8fc6,084aa5390f9146eab25b7a8cd47d8fc6,CREEPER_LEGGINGS,0xf27fa5,wardrobe_contents
22,084aa5390f9146eab25b7a8cd47d8fc6,084aa5390f9146eab25b7a8cd47d8fc6,SPEEDSTER_BOOTS,0xf8bfd2,wardrobe_contents
23,6db56a4e6d0649489eda3bfead945c15,09dbf6d458274c65877c8756597263df,UNSTABLE_DRAGON_CHESTPLATE,0xb24cd8,inv_armor
24,52e342ae425a40bfb1f784e3bfa79414,057abf9d95f14dfcb45bc4370c8a5945,UNSTABLE_DRAGON_BOOTS,0x592526,ender_chest_contents
25,52e342ae425a40bfb1f784e3bfa79414,057abf9d95f14dfcb45bc4370c8a5945,UNSTABLE_DRAGON_CHESTPLATE,0x2c1832,wardrobe_contents
26,0d23fed8c20a4229864ddd912a215940,0d23fed8c20a4229864ddd912a215940,LAPIS_ARMOR_CHESTPLATE,0x999999,ender_chest_contents
27,0d23fed8c20a4229864ddd912a215940,0d23fed8c20a4229864ddd912a215940,LAPIS_ARMOR_LEGGINGS,0x999999,ender_chest_contents
28,0d23fed8c20a4229864ddd912a215940,0d23fed8c20a4229864ddd912a215940,LAPIS_ARMOR_BOOTS,0x999999,ender_chest_contents
29,0d23fed8c20a4229864ddd912a215940,0d23fed8c20a4229864ddd912a215940,MINER_OUTFIT_HELMET,0x667f33,ender_chest_contents
30,0d23fed8c20a4229864ddd912a215940,0d23fed8c20a4229864ddd912a215940,MINER_OUTFIT_CHESTPLATE,0x667f33,ender_chest_contents
31,0d23fed8c20a4229864ddd912a215940,0d23fed8c20a4229864ddd912a215940,MINER_OUTFIT_LEGGINGS,0x667f33,ender_chest_contents
32,0d23fed8c20a4229864ddd912a215940,0d23fed8c20a4229864ddd912a215940,MINER_OUTFIT_BOOTS,0x667f33,ender_chest_contents
33,03a5379beaa041da8889ee026694d39b,03a5379beaa041da8889ee026694d39b,PROTECTOR_DRAGON_CHESTPLATE,0xdcdc3c,wardrobe_contents
34,03a5379beaa041da8889ee026694d39b,03a5379beaa041da8889ee026694d39b,PROTECTOR_DRAGON_LEGGINGS,0xdcdc3c,wardrobe_contents
35,03a5379beaa041da8889ee026694d39b,03a5379beaa041da8889ee026694d39b,PROTECTOR_DRAGON_BOOTS,0xdcdc3c,wardrobe_contents
36,07e3474798d64a79ac42070284ff0d65,07e3474798d64a79ac42070284ff0d65,LAPIS_ARMOR_CHESTPLATE,0xfefefe,ender_chest_contents
37,07e3474798d64a79ac42070284ff0d65,07e3474798d64a79ac42070284ff0d65,LAPIS_ARMOR_LEGGINGS,0xfefefe,ender_chest_contents
38,07e3474798d64a79ac42070284ff0d65,07e3474798d64a79ac42070284ff0d65,LAPIS_ARMOR_BOOTS,0xfefefe,ender_chest_contents
39,0c93fe8402ed480cb5f89e3f7e6b580f,0c93fe8402ed480cb5f89e3f7e6b580f,SHARK_SCALE_CHESTPLATE,0xffdc51,wardrobe_contents
40,0c93fe8402ed480cb5f89e3f7e6b580f,0c93fe8402ed480cb5f89e3f7e6b580f,SHARK_SCALE_LEGGINGS,0xffdc51,wardrobe_contents
41,0c93fe8402ed480cb5f89e3f7e6b580f,0c93fe8402ed480cb5f89e3f7e6b580f,SHARK_SCALE_BOOTS,0xffdc51,wardrobe_contents
42,06dba7682ef64a16b117e94bf9290267,06dba7682ef64a16b117e94bf9290267,STRONG_DRAGON_CHESTPLATE,0x592626,wardrobe_contents
43,06dba7682ef64a16b117e94bf9290267,06dba7682ef64a16b117e94bf9290267,STRONG_DRAGON_LEGGINGS,0x191919,wardrobe_contents
44,06dba7682ef64a16b117e94bf9290267,06dba7682ef64a16b117e94bf9290267,STRONG_DRAGON_BOOTS,0x191919,wardrobe_contents
45,caee426b25754216bbdfb5c09f8ec45c,0625fd8f36d746eeb7cb6a0972c0df0d,SHARK_SCALE_CHESTPLATE,0xffdc51,wardrobe_contents
46,caee426b25754216bbdfb5c09f8ec45c,0625fd8f36d746eeb7cb6a0972c0df0d,SHARK_SCALE_LEGGINGS,0xffdc51,wardrobe_contents
47,caee426b25754216bbdfb5c09f8ec45c,0625fd8f36d746eeb7cb6a0972c0df0d,SHARK_SCALE_BOOTS,0xffdc51,wardrobe_contents
